Original Repo ID,Average Fork Lifespan (days),Fork Count,Forks >= 10,Contributions >= 10,Contributions < 10,Developers,Common Contributions,Forks - Contributions >= 10 - Developers,PR Count,PR Commits Count,Stars >= 10 PRs Count,Stars >= 10 and Unique Commits PRs Count,Stars >= 10 PRs Commits Count,Stars >= 10 and Unique Commits PRs Commits Count,Accepted PR avg lifetime per origin,Stars >= 10 and Unique Commits PR Accepted PR avg lifetime per origin,Forks Unique Commits Count + PR Commits Count,Fork's unique commits,Fork's commits from PR over all unique commits proportion
limine-bootloader/limine,0,176,0,0,0,0,0,0,39,103,0,0,0,0,,,103,0,#DIV/0!
ps2homebrew/Open-PS2-Loader,1909.1,298,5,4,0,5,4,0,102,439,80,80,409,409,6.88,6.88,1085,646,38.77%
MidnightCommander/mc-old,3772.18,383,1,0,0,1,0,0,6,81,0,0,0,0,,,655,574,0.00%
adafruit/Adafruit-GFX-Library,2792.93,1314,6,3,0,6,3,0,19,104,5,5,8,8,17.18,17.18,234,130,5.80%
wolfSSL/wolfssl,0,896,0,0,0,0,0,0,55,177,0,0,0,0,,,177,0,#DIV/0!
WizTeam/WizQTClient,0,817,0,0,0,0,0,0,18,248,0,0,0,0,,,248,0,#DIV/0!
pipelinedb/pipelinedb,0,242,0,0,0,0,0,0,568,2137,0,0,0,0,,,2137,0,#DIV/0!
checkra1n/PongoOS,1419.34,406,3,1,0,3,1,0,16,140,7,7,40,40,16.71,16.71,716,576,6.49%
open-quantum-safe/liboqs,0,679,0,0,0,0,0,0,707,3019,0,0,0,0,,,3019,0,#DIV/0!
Sunzxyong/Tiny,2686.8,336,1,0,0,1,0,0,1,12,0,0,0,0,,,16,4,0.00%
cundong/SmartAppUpdates,0,808,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
inspektor-gadget/inspektor-gadget,0,310,0,0,0,0,0,0,3617,5971,0,0,0,0,,,5971,0,#DIV/0!
kamailio/kamailio,2476.1,1016,2,2,0,2,2,0,463,895,15,15,25,25,5.04,5.04,2421,1526,1.61%
mas-bandwidth/yojimbo,0,293,0,0,0,0,0,0,6,6,0,0,0,0,,,6,0,#DIV/0!
zodiacon/WindowsInternals,2022.8,527,1,1,0,0,0,0,1,1,1,0,1,0,0.35,,1,0,#DIV/0!
apple/HomeKitADK,0,236,0,0,0,0,0,0,1,1,0,0,0,0,,,1,0,#DIV/0!
jiangdongguo/AndroidUSBCamera,365.63,875,2,2,0,2,2,0,3,23,3,3,23,23,,,379,356,6.07%
Ettercap/ettercap,3468.93,508,1,1,0,1,1,0,6,41,1,1,30,30,,,118,77,28.04%
Perfare/Zygisk-Il2CppDumper,859.87,8352,2,0,0,2,0,0,0,0,0,0,0,0,,,4,4,0.00%
earlephilhower/arduino-pico,1525.94,510,1,1,0,1,1,0,869,1898,36,36,109,109,1.34,1.34,1982,84,56.48%
jerryscript-project/iotjs,2588.93,434,1,1,0,1,1,0,2,2,1,1,1,1,,,19,17,5.56%
rogerclarkmelbourne/Arduino_STM32,2405.33,1216,4,3,0,4,3,0,59,242,55,55,212,212,22.25,22.25,710,468,31.18%
Entware/Entware,0,176,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
danielfrg/word2vec,0,664,0,0,0,0,0,0,6,63,0,0,0,0,,,63,0,#DIV/0!
TinyCC/tinycc,585.86,454,1,0,0,1,0,0,0,0,0,0,0,0,,,1,1,0.00%
Netflix/bpftop,0,127,0,0,0,0,0,0,141,151,0,0,0,0,,,151,0,#DIV/0!
cesanta/mongoose-os,0,438,0,0,0,0,0,0,37,37,0,0,0,0,,,37,0,#DIV/0!
ARMmbed/DAPLink,2391.16,1028,3,1,0,3,1,0,13,120,3,3,43,43,,,188,68,38.74%
mstorsjo/llvm-mingw,1469.19,226,1,0,0,1,0,0,7,38,0,0,0,0,,,60,22,0.00%
SRombauts/SQLiteCpp,0,550,0,0,0,0,0,0,56,99,0,0,0,0,,,99,0,#DIV/0!
but0n/Avem,0,561,0,0,0,0,0,0,1,1,0,0,0,0,,,1,0,#DIV/0!
concurrencykit/ck,3068.69,329,1,1,0,1,1,0,21,31,1,1,2,2,,,34,3,40.00%
flame/blis,3233.85,351,1,1,0,1,1,0,162,725,6,6,105,105,76.13,76.13,2909,2184,4.59%
openctp/openctp,0,538,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
johnfanv2/LenovoLegionLinux,0,79,0,0,0,0,0,0,22,60,0,0,0,0,,,60,0,#DIV/0!
cc65/cc65,0,500,0,0,0,0,0,0,8,27,0,0,0,0,,,27,0,#DIV/0!
libbpf/libbpf,0,469,0,0,0,0,0,0,25,56,0,0,0,0,,,56,0,#DIV/0!
rbsec/sslscan,0,422,0,0,0,0,0,0,4,18,0,0,0,0,,,18,0,#DIV/0!
jedisct1/minisign,0,150,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
mrexodia/TitanHide,0,461,0,0,0,0,0,0,2,4,0,0,0,0,,,4,0,#DIV/0!
rewardone/OSCPRepo,2292.26,701,2,0,0,0,0,2,2,2,0,0,0,0,,,2,0,#DIV/0!
swiftlang/swift-corelibs-libdispatch,0,486,0,0,0,0,0,0,65,315,0,0,0,0,,,315,0,#DIV/0!
Exely/CSAPP-Labs,0,444,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
mas-bandwidth/netcode,3007.44,186,1,1,0,0,0,0,18,89,15,0,86,0,0.07,,89,0,#DIV/0!
vmware/open-vm-tools,0,473,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
martinezjavier/ldd3,3177.92,862,2,1,0,1,1,1,5,39,3,3,33,33,39.07,39.07,42,3,91.67%
coreboot/coreboot,2123.13,542,5,1,0,5,1,0,10,76,4,4,62,62,,,3869,3793,1.61%
signal11/hidapi,0,818,0,0,0,0,0,0,3,33,0,0,0,0,,,33,0,#DIV/0!
ZBar/ZBar,3472.37,868,2,1,0,2,1,0,2,39,1,1,9,9,,,50,11,45.00%
tezc/sc,0,328,0,0,0,0,0,0,93,304,0,0,0,0,,,304,0,#DIV/0!
MayaPosch/NymphCast,0,85,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
sqfmi/Watchy,1423.98,362,2,0,0,2,0,0,15,38,0,0,0,0,,,466,428,0.00%
NicoHood/HID,2456.5,397,2,1,0,2,1,0,12,71,2,2,3,3,94.94,94.94,423,352,0.85%
aws/amazon-freertos,2223.18,1025,3,1,0,3,1,0,1094,3875,15,15,77,77,10.36,10.36,8069,4194,1.80%
brendan-rius/c-jwt-cracker,0,319,0,0,0,0,0,0,1,1,0,0,0,0,,,1,0,#DIV/0!
gloxec/CrossC2,0,389,0,0,0,0,0,0,11,31,0,0,0,0,,,31,0,#DIV/0!
strace/strace,0,458,0,0,0,0,0,0,4,20,0,0,0,0,,,20,0,#DIV/0!
NoiseByNorthwest/php-spx,435.96,132,1,0,0,1,0,0,104,209,0,0,0,0,,,227,18,0.00%
vnmakarov/mir,0,162,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
mvp/uhubctl,0,245,0,0,0,0,0,0,4,5,0,0,0,0,,,5,0,#DIV/0!
cloudwu/coroutine,2055.01,656,2,0,0,2,0,0,0,0,0,0,0,0,,,14,14,0.00%
r4j0x00/exploits,0,691,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
googleprojectzero/winafl,2356.73,534,3,0,0,2,0,1,3,32,0,0,0,0,,,40,8,0.00%
virtio-win/kvm-guest-drivers-windows,839.13,407,1,1,0,1,1,0,104,360,1,1,1,1,,,362,2,33.33%
McNopper/OpenGL,0,688,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
kkos/oniguruma,0,340,0,0,0,0,0,0,2,3,0,0,0,0,,,3,0,#DIV/0!
alibaba/tsar,4498.23,691,1,1,0,0,0,0,7,8,5,0,6,0,0.14,,8,0,#DIV/0!
linux-test-project/ltp,0,1068,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
TheTumultuousUnicornOfDarkness/CPU-X,0,150,0,0,0,0,0,0,7,16,0,0,0,0,,,16,0,#DIV/0!
pjsip/pjproject,978.18,878,1,0,0,1,0,0,810,2063,0,0,0,0,,,2076,13,0.00%
PureDarwin/PureDarwin,0,200,0,0,0,0,0,0,55,394,0,0,0,0,,,394,0,#DIV/0!
yangjie10930/EpMedia,0,541,0,0,0,0,0,0,1,1,0,0,0,0,,,1,0,#DIV/0!
iliasam/OpenSimpleLidar,0,252,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
HardySimpson/zlog,2606.93,688,5,1,0,3,1,2,3,9,3,3,9,9,3.06,3.06,107,98,8.41%
johnxnguyen/Down,1553.62,341,1,0,0,1,0,0,29,166,0,0,0,0,,,170,4,0.00%
p-gen/smenu,0,55,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
nkolban/esp32-snippets,2527.95,700,1,1,0,0,0,0,6,38,3,0,4,0,0,,38,0,#DIV/0!
abrasive/shairport,3477.46,478,4,2,0,3,2,1,5,102,4,4,72,72,0,0,5894,5792,1.23%
tj/luna,0,160,0,0,0,0,0,0,2,9,0,0,0,0,,,9,0,#DIV/0!
espressif/esp32-camera,1771.81,717,1,0,0,1,0,0,28,65,0,0,0,0,,,66,1,0.00%
SinaKarvandi/Hypervisor-From-Scratch,0,345,0,0,0,0,0,0,2,2,0,0,0,0,,,2,0,#DIV/0!
open-mpi/ompi,1139.75,880,1,0,0,1,0,0,51,92,0,0,0,0,,,253,161,0.00%
damonkohler/sl4a,3887.49,729,1,1,0,1,1,0,1,30,1,1,30,30,,,161,131,18.63%
riba2534/TCP-IP-NetworkNote,0,398,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
atar-axis/xpadneo,0,127,0,0,0,0,0,0,14,110,0,0,0,0,,,110,0,#DIV/0!
cokemine/ServerStatus-Hotaru,0,651,0,0,0,0,0,0,2,4,0,0,0,0,,,4,0,#DIV/0!
bjornbytes/lovr,2504.36,164,1,1,0,1,1,0,247,1159,116,116,287,287,10.44,10.44,2862,1703,14.42%
conorpp/u2f-zero,2765.04,200,1,1,0,1,1,0,2,8,1,1,5,5,,,600,592,0.84%
tidwall/pogocache,0,78,0,0,0,0,0,0,4,12,0,0,0,0,,,12,0,#DIV/0!
HansKristian-Work/vkd3d-proton,1822.45,250,2,1,0,2,1,0,1547,4427,345,345,1244,1244,1.22,1.22,5615,1188,51.15%
FalkorDB/FalkorDB,0,175,0,0,0,0,0,0,478,2601,0,0,0,0,,,2601,0,#DIV/0!
vivien/i3blocks,2949.55,165,2,1,0,2,1,0,2,11,1,1,8,8,,,104,93,7.92%
ArtifexSoftware/mupdf,1889.3,408,1,0,0,1,0,0,1,1,0,0,0,0,,,108,107,0.00%
BandarHL/BHTwitter,629.07,519,6,1,0,5,1,1,1,30,1,1,30,30,,,1677,1647,1.79%
robotmedia/RMStore,3433.59,409,1,0,0,1,0,0,1,2,0,0,0,0,,,13,11,0.00%
BitMaker-hub/NerdMiner_v2,446.23,519,4,2,0,2,1,1,36,231,2,1,55,30,19.96,,348,117,20.41%
Notselwyn/CVE-2024-1086,0,331,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
destan19/OpenAppFilter,0,695,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
drh/lcc,2310.48,487,3,1,0,3,1,0,1,24,1,1,24,24,,,1297,1273,1.85%
github/glb-director,0,253,0,0,0,0,0,0,80,230,0,0,0,0,,,230,0,#DIV/0!
phoboslab/jsmpeg-vnc,1933.06,399,1,0,0,1,0,0,0,0,0,0,0,0,,,12,12,0.00%
s0lst1c3/eaphammer,0,346,0,0,0,0,0,0,51,168,0,0,0,0,,,168,0,#DIV/0!
Adaptix-Framework/AdaptixC2,0,435,0,0,0,0,0,0,18,345,0,0,0,0,,,345,0,#DIV/0!
ColinIanKing/stress-ng,0,338,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
espressif/esp-iot-solution,2218.15,913,1,0,0,1,0,0,2,31,0,0,0,0,,,35,4,0.00%
ChrisJohnsen/tmux-MacOSX-pasteboard,0,84,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
wiseman/py-webrtcvad,2133.83,419,1,0,0,1,0,0,0,0,0,0,0,0,,,41,41,0.00%
MinhasKamal/CreepyCodeCollection,0,141,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
TryQuiet/quiet,0,121,0,0,0,0,0,0,1299,7087,0,0,0,0,,,7087,0,#DIV/0!
bytedance/bhook,0,383,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
EtchedPixels/FUZIX,1483.23,273,3,1,0,3,1,0,57,438,57,57,438,438,7.23,7.23,634,196,69.09%
MaJerle/stm32f429,0,1355,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
madeye/proxydroid,0,733,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
FreeRDP/Remmina,0,857,0,0,0,0,0,0,227,844,0,0,0,0,,,844,0,#DIV/0!
d0k3/GodMode9,1325.77,240,2,1,0,2,1,0,32,148,11,11,41,41,0.57,0.57,321,173,19.16%
proot-me/proot,3126.88,449,4,2,0,4,2,0,36,165,2,2,15,15,403.66,403.66,264,99,13.16%
airockchip/rknn-toolkit2,588.92,259,1,0,0,1,0,0,0,0,0,0,0,0,,,47,47,0.00%
CTurt/FreeDVDBoot,1262.01,166,1,0,0,1,0,0,0,0,0,0,0,0,,,5,5,0.00%
owntone/owntone-server,0,256,0,0,0,0,0,0,69,299,0,0,0,0,,,299,0,#DIV/0!
libratbag/libratbag,0,286,0,0,0,0,0,0,17,34,0,0,0,0,,,34,0,#DIV/0!
yhzhang0128/egos-2000,0,189,0,0,0,0,0,0,16,152,0,0,0,0,,,152,0,#DIV/0!
FreeRADIUS/freeradius-server,0,1143,0,0,0,0,0,0,16,186,0,0,0,0,,,186,0,#DIV/0!
xoreaxeaxeax/rosenbridge,0,230,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
EyalAr/lwip,2542.83,243,2,2,0,2,2,0,21,135,2,2,7,7,,,293,158,4.24%
viest/php-ext-xlswriter,0,281,0,0,0,0,0,0,183,435,0,0,0,0,,,435,0,#DIV/0!
maharmstone/quibble,0,101,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
solokeys/solo1,2520.1,314,1,1,0,1,1,0,126,568,8,8,63,63,52.14,52.14,1046,478,11.65%
shadowsocks/simple-obfs,3039.18,537,1,1,0,1,1,0,1,1,1,1,1,1,,,9,8,11.11%
quickjs-ng/quickjs,0,225,0,0,0,0,0,0,258,388,0,0,0,0,,,388,0,#DIV/0!
medusalix/xone,713.13,131,2,2,0,2,2,0,8,43,6,6,38,38,,,239,196,16.24%
VadimBoev/FlappyBird,0,152,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
carlini/printf-tac-toe,0,58,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
hmgle/graftcp,0,193,0,0,0,0,0,0,5,11,0,0,0,0,,,11,0,#DIV/0!
boazsegev/facil.io,0,174,0,0,0,0,0,0,6,119,0,0,0,0,,,119,0,#DIV/0!
slembcke/Chipmunk2D,0,357,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
amadvance/snapraid,0,88,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
wiredtiger/wiredtiger,0,411,0,0,0,0,0,0,11577,53963,0,0,0,0,,,53963,0,#DIV/0!
WireGuard/wireguard-monolithic-historical,0,308,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
armink/FlashDB,0,506,0,0,0,0,0,0,1,1,0,0,0,0,,,1,0,#DIV/0!
rspamd/rspamd,0,463,0,0,0,0,0,0,238,1110,0,0,0,0,,,1110,0,#DIV/0!
veandco/go-sdl2,0,270,0,0,0,0,0,0,3,3,0,0,0,0,,,3,0,#DIV/0!
bitcoin-core/secp256k1,2366.63,1067,6,3,0,5,3,1,229,588,226,226,581,581,31.16,31.16,1424,836,41.00%
rbaron/b-parasite,0,176,0,0,0,0,0,0,26,154,0,0,0,0,,,154,0,#DIV/0!
huangzworks/annotated_redis_source,0,996,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
mpitutorial/mpitutorial,0,803,0,0,0,0,0,0,9,38,0,0,0,0,,,38,0,#DIV/0!
skywind3000/mini3d,0,506,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
hfiref0x/KDU,0,502,0,0,0,0,0,0,18,50,0,0,0,0,,,50,0,#DIV/0!
retroplasma/earth-reverse-engineering,0,215,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
earlephilhower/ESP8266Audio,0,459,0,0,0,0,0,0,92,192,0,0,0,0,,,192,0,#DIV/0!
open5gs/open5gs,0,902,0,0,0,0,0,0,204,286,0,0,0,0,,,286,0,#DIV/0!
syslog-ng/syslog-ng,0,498,0,0,0,0,0,0,433,2061,0,0,0,0,,,2061,0,#DIV/0!
ZerBea/hcxtools,2761.96,438,1,0,0,1,0,0,0,0,0,0,0,0,,,2,2,0.00%
symisc/unqlite,0,180,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
libgit2/rugged,0,299,0,0,0,0,0,0,302,781,0,0,0,0,,,781,0,#DIV/0!
labwc/labwc,1389.15,190,1,1,0,1,1,0,361,590,347,347,533,533,8.56,8.56,609,19,96.56%
hasherezade/hollows_hunter,0,289,0,0,0,0,0,0,1,1,0,0,0,0,,,1,0,#DIV/0!
dgiese/dustcloud,0,261,0,0,0,0,0,0,12,29,0,0,0,0,,,29,0,#DIV/0!
Meituan-Dianping/DBProxy,0,562,0,0,0,0,0,0,1,7,0,0,0,0,,,7,0,#DIV/0!
Pithikos/C-Thread-Pool,0,668,0,0,0,0,0,0,5,38,0,0,0,0,,,38,0,#DIV/0!
gen2brain/raylib-go,0,194,0,0,0,0,0,0,2,2,0,0,0,0,,,2,0,#DIV/0!
AstraThreshold/oled-ui-astra,0,227,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
chjj/compton,2549.74,244,4,3,1,4,3,0,5,57,3,3,43,43,,,1172,1115,3.71%
FIX94/Nintendont,2376.86,327,3,2,0,3,2,0,8,108,4,4,65,65,,,692,584,10.02%
bootleg/ret-sync,277.32,281,1,0,0,1,0,0,1,1,0,0,0,0,,,35,34,0.00%
Ysurac/openmptcprouter,2635.65,312,1,0,0,1,0,0,3,4,0,0,0,0,,,7,3,0.00%
antirez/neural-redis,0,106,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
nanomq/nanomq,0,274,0,0,0,0,0,0,1058,3231,0,0,0,0,,,3231,0,#DIV/0!
SwiftLaTeX/SwiftLaTeX,0,130,0,0,0,0,0,0,24,24,0,0,0,0,,,24,0,#DIV/0!
0015/ThatProject,0,1006,0,0,0,0,0,0,29,29,0,0,0,0,,,29,0,#DIV/0!
hoverwinter/HIT-OSLab,0,582,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
madMAx43v3r/chia-plotter,1591.53,567,1,1,0,1,1,0,31,124,8,8,37,37,0.11,0.11,202,78,32.17%
cashapp/zipline,3228.95,194,1,0,0,1,0,0,1319,2048,0,0,0,0,,,2053,5,0.00%
peng-zhihui/ElectronBot,0,2024,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
maharmstone/btrfs,0,280,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
philipl/pifs,0,298,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
julycoding/The-Art-Of-Programming-By-July-2nd,3045.56,6496,10,2,0,2,2,8,4,7,4,4,7,7,0.02,0.02,9,2,77.78%
wireshark/wireshark,1904.77,2000,4,2,0,3,2,1,9,220,2,2,33,33,,,452,232,12.45%
capstone-engine/capstone,3309.35,1576,5,4,0,5,4,0,62,349,46,46,181,181,7.81,7.81,611,262,40.86%
netdata/netdata,2287.23,6310,3,2,0,2,2,1,4087,12545,1906,1906,8260,8260,0.98,0.98,21400,8855,48.26%
nonstriater/Learn-Algorithms,3031.49,2196,1,0,0,0,0,1,0,0,0,0,0,0,,,0,0,#DIV/0!
yarrick/iodine,3785.97,559,1,1,0,1,1,0,4,66,2,2,35,35,,,368,302,10.39%
orangeduck/Cello,4151.19,446,1,0,0,0,0,1,0,0,0,0,0,0,,,0,0,#DIV/0!
micropython/micropython,2202.68,6330,39,24,0,39,24,0,2361,6446,2298,2298,6234,6234,22.84,22.84,52731,46285,11.87%
esnet/iperf,0,1348,0,0,0,0,0,0,164,426,0,0,0,0,,,426,0,#DIV/0!
fontforge/fontforge,3453.85,741,1,1,0,1,1,0,376,1024,23,23,108,108,2.97,2.97,1025,1,99.08%
sahib/rmlint,0,151,0,0,0,0,0,0,29,58,0,0,0,0,,,58,0,#DIV/0!
ravachol/kew,0,73,0,0,0,0,0,0,3,5,0,0,0,0,,,5,0,#DIV/0!
jerryscript-project/jerryscript,3457.91,720,1,1,0,1,1,0,225,357,12,12,13,13,4.02,4.02,449,92,12.38%
libfuse/sshfs,675.33,527,3,0,0,3,0,0,3,7,0,0,0,0,,,308,301,0.00%
FluidSynth/fluidsynth,2768.35,275,2,1,0,2,1,0,466,2720,7,7,66,66,2.52,2.52,3434,714,8.46%
antirez/smallchat,0,879,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
betaflight/betaflight,2113.93,3357,11,7,3,11,7,0,543,2036,196,196,652,652,6.82,7.59,10619,8583,7.06%
universal-ctags/ctags,0,661,0,0,0,0,0,0,45,90,0,0,0,0,,,90,0,#DIV/0!
FWGS/xash3d-fwgs,1509.93,314,7,5,0,7,5,0,157,986,54,54,258,258,0.75,0.75,4188,3202,7.46%
netblue30/firejail,0,635,0,0,0,0,0,0,198,258,0,0,0,0,,,258,0,#DIV/0!
swaywm/wlroots,0,335,0,0,0,0,0,0,38,183,0,0,0,0,,,183,0,#DIV/0!
id-Software/quake2-rerelease-dll,609.92,193,2,1,0,2,1,0,2,30,2,2,30,30,,,270,240,11.11%
OpenIntelWireless/itlwm,1176.36,714,2,1,0,2,1,0,7,17,5,5,13,13,2.57,2.57,68,51,20.31%
Wind4/vlmcsd,423.33,2475,1,0,0,1,0,0,0,0,0,0,0,0,,,26,26,0.00%
codeplea/genann,0,293,0,0,0,0,0,0,1,1,0,0,0,0,,,1,0,#DIV/0!
bingoogolapple/BGAQRCode-Android,0,1755,0,0,0,0,0,0,48,121,0,0,0,0,,,121,0,#DIV/0!
numberwolf/h265web.js,0,389,0,0,0,0,0,0,54,119,0,0,0,0,,,119,0,#DIV/0!
NVIDIA/cuda-samples,0,2228,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
chocolate-doom/chocolate-doom,2529.47,424,9,3,0,9,3,0,114,579,21,21,344,344,0.7,0.7,5819,5240,6.16%
qemu/qemu,2733.39,4924,60,13,0,59,13,1,28,599,21,21,434,434,,,98893,98294,0.44%
libimobiledevice/libimobiledevice,2704.64,1377,5,4,0,4,3,0,15,66,12,11,28,27,,,920,854,3.06%
istoreos/istoreos,0,788,0,0,0,0,0,0,2,11,0,0,0,0,,,11,0,#DIV/0!
microsoft/winfile,1552.06,725,6,2,0,5,2,1,53,203,49,49,162,162,20.05,20.05,729,526,23.55%
kiukotsu/ucore,1825.66,433,1,0,0,0,0,1,0,0,0,0,0,0,,,0,0,#DIV/0!
zuoqing1988/ZQCNN,0,504,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
m0nad/Diamorphine,2711.88,450,1,0,0,1,0,0,1,1,0,0,0,0,,,6,5,0.00%
BasedHardware/omi,377.93,1110,1,1,0,1,1,0,1659,4932,1,1,1,1,,,4933,1,50.00%
ithewei/libhv,0,1381,0,0,0,0,0,0,1,2,0,0,0,0,,,2,0,#DIV/0!
rsyslog/rsyslog,0,699,0,0,0,0,0,0,179,402,0,0,0,0,,,402,0,#DIV/0!
lloyd/yajl,0,458,0,0,0,0,0,0,1,1,0,0,0,0,,,1,0,#DIV/0!
greatscottgadgets/hackrf,2636.54,1596,9,4,0,9,4,0,94,606,40,40,396,396,32.56,32.56,908,302,56.73%
mit-pdos/xv6-riscv,356.05,3098,4,0,0,4,0,0,0,0,0,0,0,0,,,57,57,0.00%
raspberrypi/linux,2898.48,4956,20,12,0,18,12,2,683,4111,622,622,3167,3167,6.7,6.7,83992,79881,3.81%
google-deepmind/lab,2478.27,1399,1,1,0,1,1,0,4,27,3,3,26,26,,,101,74,26.00%
sqlcipher/sqlcipher,2241.38,1251,2,0,0,2,0,0,1,7,0,0,0,0,,,317,310,0.00%
ntop/n2n,1930.31,1003,1,0,0,1,0,0,6,19,0,0,0,0,,,67,48,0.00%
curl/curl,1762.85,7079,4,2,0,4,2,0,5383,8930,4,4,32,32,,,9298,368,8.00%
merbanan/rtl_433,2629.95,1421,1,1,0,1,1,0,152,295,25,25,61,61,2.36,2.36,381,86,41.50%
peng-zhihui/L-ink_Card,1982.57,1758,1,1,0,1,1,0,1,13,1,1,13,13,128.56,128.56,26,13,50.00%
fluent/fluent-bit,134.9,1779,1,1,0,1,1,0,2175,6643,1,1,1,1,22.35,22.35,6707,64,1.54%
hfiref0x/UACME,0,1415,0,0,0,0,0,0,7,15,0,0,0,0,,,15,0,#DIV/0!
stanfordnlp/GloVe,1717.28,1510,4,0,0,2,0,2,5,5,0,0,0,0,,,86,81,0.00%
xmrig/xmrig,2314.25,3729,7,5,0,7,5,0,79,579,47,47,166,166,29.08,29.08,3051,2472,6.29%
eclipse-paho/paho.mqtt.c,0,1192,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
vysheng/tg,2346.54,1456,6,4,0,5,4,1,8,102,5,5,64,64,,,358,256,20.00%
RT-Thread/rt-thread,862.41,5214,11,4,0,5,4,6,673,1798,428,428,1074,1074,1.42,1.42,2100,302,78.05%
huangzworks/redis-3.0-annotated,1409.33,4094,3,0,0,0,0,3,0,0,0,0,0,0,,,0,0,#DIV/0!
jgamblin/Mirai-Source-Code,2776.2,3437,3,1,0,2,1,1,1,30,1,1,30,30,,,89,59,33.71%
espressif/esp-idf,1332.52,7853,8,2,0,8,2,0,43,645,4,4,26,26,,,2438,1793,1.43%
nothings/stb,3257.79,8159,1,1,0,1,1,0,13,69,12,12,44,44,257.93,257.93,78,9,83.02%
bilibili/ijkplayer,2246.79,7954,9,5,0,9,5,0,12,112,7,7,63,63,,,496,384,14.09%
mit-pdos/xv6-public,1221.18,4069,6,1,0,5,1,1,1,8,1,1,8,8,,,578,570,1.38%
Kitware/CMake,2327.49,2529,7,1,0,7,1,0,7,125,5,5,91,91,,,5066,4941,1.81%
php/php-src,2637.22,8066,13,7,0,12,7,1,1212,4344,1129,1129,3344,3344,5.23,5.23,11899,7555,30.68%
Klipper3d/klipper,1446.57,5372,30,21,0,29,21,1,622,2385,292,292,999,999,15.17,15.17,24343,21958,4.35%
nodemcu/nodemcu-firmware,2815.01,3068,1,1,0,1,1,0,110,1168,3,3,12,12,0.12,0.12,1171,3,80.00%
pygame/pygame,0,4030,0,0,0,0,0,0,848,2563,0,0,0,0,,,2563,0,#DIV/0!
obsproject/obs-studio,2192.46,8979,10,9,0,10,9,0,414,1323,300,300,746,746,38.09,38.09,10439,9116,7.56%
