Original Repo Name,Stars,Family Count (All Forks),Family Count (Stars >= 10),Family Repo Names (Stars >= 10),Commit Count where from_repo contains original repo,Commit Count total commits (all chunks for repo),Forks with Unique Commits Count,PR Coverage Ratio,PR Merge Rate
chromium/chromium,22427,7730,21,win32ss/supermium;monyhar/monyhar;gonzazoid/Ultimatum;google-ar/WebARonARCore;blueboxd/chromium-legacy;scheib/chromium;Pissandshittium/pissandshittium;AlohaBrowser/aloha-core;RebelBrowser/rebel;brave/chromium;hbtlabs/chromium-white-flash-fix;mises-id/mises-browser-chromium;replayio/chromium;FydeOS/chromium-raspberry_pi;webaverse/metachromium;vade/chromium;ecosia/chromium-android-browser;otcshare/chromium-src;Igalia/wolvic-chromium;imatimba/darker-chromium;dvalter/chromium-android-ext-dev,1962320,1971949,5,0.1904761905,0
chromiumembedded/cef,4245,534,0,,6937,6937,0,,0
chrxh/alien,5308,178,0,,8066,8066,0,,0.7541899441
cilium/pwru,3595,212,0,,663,663,0,,0.8771929825
cilium/tetragon,4298,494,0,,7297,7297,0,,0.8465005302
cinder/Cinder,5492,922,8,safetydank/Cinder;paulhoux/Cinder;gaborpapp/Cinder;sansumbrella/Cinder;mikeocool/Cinder;alexbw/Cinder;PetrosKataras/Cinder;arturoc/Cinder,9528,11203,7,0.625,0.7182320442
cisco/openh264,5973,1783,1,danielrh/losslessh264,5652,5940,1,0,0.8381684726
citizenfx/fivem,3992,2485,2,Collective-RedM/fivem;v-mp/vmp,12463,12499,2,1,0.5539714868
citusdata/citus,12091,752,0,,12847,12847,0,,0.8355997564
citusdata/pg_cron,3588,226,0,,333,333,0,,0.7933884298
civetweb/civetweb,3274,1017,0,,5764,5764,0,,0.8537906137
cjdelisle/cjdns,5325,576,1,hyperboria/bugs,5720,5749,1,1,0.5480464625
ckb-next/ckb-next,3529,307,0,,2444,2444,0,,0.5927835052
clab/dynet,3432,684,1,yoavg/cnn,3475,3884,1,1,0.8982360923
clangen/musikcube,4612,324,0,,3859,3859,0,,0.8346456693
cleanflight/cleanflight,2695,1319,5,lkaino/Triflight;hydra/cleanflight;iforce2d/cleanflight;sambas/cleanflight;goebish/cleanflight,18854,22760,4,0.8,0.5901875902
clementine-player/Clementine,4108,723,0,,8490,8490,0,,0.8391608392
clibs/clib,5087,306,0,,660,660,0,,0.8238993711
cloudflare/workerd,7315,508,0,,9468,9468,0,,0.850407201
cloudius-systems/osv,4214,590,0,,8871,8871,0,,0.505952381
cloudwu/coroutine,2519,656,2,hymanyx/coroutine;colinsusie/coroutine,8,22,2,0,0.2
cloudwu/skynet,13880,4195,6,sanikoyes/skynet;colinsusie/skynet;korialuo/skynet;xinmingyao/skynet;chuenlungwang/skynet;chfg007/skynet,2250,2821,6,1,0.624516129
cmu-db/bustub,4730,1938,1,skyzh/bustub-vectordb,624,643,1,1,0.8137082601
cmus/cmus,5987,503,0,,2517,2517,0,,0.7250554324
cmusphinx/pocketsphinx,4232,728,0,,2395,2395,0,,0.74
cnlohr/rawdrawandroid,4144,255,1,Yezz123-Archive/rawdrawandroid,263,264,1,1,0.7547169811
cnr-isti-vclab/meshlab,5443,867,0,,11070,11070,0,,0.8413284133
cocos/cocos-engine,9180,2169,0,,24999,24999,0,,0.8709163854
cocos2d/cocos2d-x,18854,6659,9,dualface/v3quick;microsoft/cocos2d-x;WuJiayiSH/cocos2d-x;rolandoam/cocos2d-x;minggo/cocos2d-x;sergey-shambir/cocos2d-x;sbc100/cocos2d-x;dumganhar/cocos2d-x;jiriformanek/cocos2d-x,58276,63164,9,0.7777777778,0.7807651234
codeplea/genann,2216,293,0,,56,56,0,,0.2692307692
cokemine/ServerStatus-Hotaru,2460,651,0,,153,153,0,,0.5555555556
collectd/collectd,3328,1178,3,octo/collectd;Stackdriver/collectd;tumblr/collectd,13282,14591,3,1,0.5999210111
colmap/colmap,10437,1773,4,Vincentqyw/colmap-gps;Txusheng/PLC_;daleydeng/colmap;lambdald/colmap-360,2993,3020,4,0.25,0.8601346298
concurrencykit/ck,2577,329,1,clibs/ck,1737,1740,1,1,0.6862745098
conorpp/u2f-zero,2454,200,1,Nitrokey/nitrokey-fido-u2f-firmware,303,895,1,1,0.8
containers/bubblewrap,5174,269,0,,678,678,0,,0.3474576271
containers/crun,3670,384,1,giuseppe/crun,4027,4089,1,1,0.9393019727
contiki-os/contiki,3786,2167,9,oliverschmidt/contiki;alignan/contiki;vedderb/contiki;adamdunkels/contiki-fork;spoerk/contiki;msolters/contiki;EarthLord/contiki;cephalery-m4-14/contiki;chei0rof3orm-m0-3/contiki,12338,21391,7,0.5555555556,0.6988304094
coolsnowwolf/lede,31155,19595,11,xiaoqingfengATGH/HomeLede;Lienol/lean-lede;tossp/lede-k3;aiamadeus/lede;fumiama/lede;libc0607/lede;6ang996/lede;stupidloud/lede;hikelin19871112/lede;SuperMore/lede;Mleaf/lede,7706,56508,11,0.7272727273,0.5672889384
coolwanglu/vim.js,4454,319,0,,702,702,0,,0.06666666667
coreboot/coreboot,2532,542,5,pcengines/coreboot;fail0verflow/switch-coreboot;StarLabsLtd/coreboot;mjg59/coreboot;ellyq/coreboot,67703,71496,5,0.2,0
coreutils/coreutils,4895,982,1,sebastiencs/ls-icons,31106,31129,1,0,0
coturn/coturn,13294,2178,0,,2138,2138,0,,0.7931654676
cp-algorithms/cp-algorithms,9814,1958,0,,3114,3114,0,,0.8015267176
cppla/ServerStatus,4589,923,3,ellermister/ServerStatus;nzzaidi/ServerStatus;langren1353/ServerStatus,444,492,3,0.6666666667,0.4516129032
cpq/bare-metal-programming-guide,4206,376,0,,255,255,0,,0.8518518519
crankyoldgit/IRremoteESP8266,3306,862,2,sebastienwarin/IRremoteESP8266;Aircoookie/IRremoteESP8266,1208,1212,1,0.5,0.9238351254
crosire/reshade,4885,571,9,Not-Smelly-Garbage/Reshade-Unlocked;fholger/reshade;04348/Gw2Hook;liuxd17thu/reshade;acourreges/reshade;Thalixte/Reshade;fienestar/OverlayDisabledReShade;Filoppi/reshade;xan1242/reshade,5543,6787,9,0.5555555556,0.68
cstack/db_tutorial,10240,1049,0,,152,152,0,,0.5
ctubio/Krypto-trading-bot,3645,860,0,,6826,6826,0,,0.7033898305
cuber/ngx_http_google_filter_module,3402,805,1,ihciah/ngx_http_google_filter_module,74,87,1,0,0.3529411765
cuberite/cuberite,5316,658,0,,12315,12315,0,,0.8369938229
cundong/SmartAppUpdates,2651,808,0,,89,89,0,,0
curl/curl,40090,7079,4,jadijadi/curl;Unity-Technologies/curl;Tongsuo-Project/curl;lwthiker/curl,37348,37716,4,0.5,0.01473390998
cvxpy/cvxpy,6017,1103,2,cvxgrp/cvxpy;mfopt/mf_cvxpy,5328,5363,1,0,0.8048211509
cxasm/notepad--,8500,335,0,,87,87,0,,0.2222222222
cyberbotics/webots,3940,1859,3,peng-zhihui/Webots;RoboCup-Humanoid-TC/webots;omichel/webots,15871,18394,2,0.3333333333,0.9185772445
cycfi/elements,3613,300,0,,2783,2783,0,,0.9141104294
cztomczak/cefpython,3218,476,1,kletel/cefpython,1066,1081,1,1,0.5573770492
d0k3/GodMode9,2391,240,2,skawo/GodMode9-with-Cartridge-Fixer;aspargas2/CartInstall,1600,1773,2,0.5,0.495412844
daijro/camoufox,4338,373,2,coryking/camoufox;Kornelijus/camoufox,310,493,2,0.5,0.46875
dail8859/NotepadNext,12817,774,0,,956,956,0,,0.8070866142
damonkohler/sl4a,2472,729,1,kuri65536/sl4a,1250,1381,1,1,0
danielfrg/word2vec,2616,664,0,,252,252,0,,0.8888888889
danielkrupinski/Osiris,3608,1027,4,nkxingxh/Osiris-CHS;mdilai/JweegaCSGO;IgaoGuru/csgo-data;playday3008/Osiris,9688,10729,4,0.75,0.3296703297
dankamongmen/notcurses,4234,144,0,,8744,8744,0,,0.9557522124
danmar/cppcheck,6417,1591,1,ahnshy/cppcheck,29878,29878,0,0,0.8747977598
daquexian/onnx-simplifier,4241,423,0,,390,390,0,,0.5744680851
darkk/redsocks,3550,512,3,semigodking/redsocks;shadowsocks/redsocks;samyk/redsocks,211,437,3,0.6666666667,0.2857142857
darktable-org/darktable,11704,1228,1,jibaer/dt-2.0-win,49912,50021,1,0,0.8687505472
davatorium/rofi,15450,621,1,lbonn/rofi,4929,4960,1,1,0.7204819277
davidrmiller/biosim4,3325,476,1,ilyabrilev/biosim4,64,129,1,1,0.5217391304
davisking/dlib,14261,3075,3,spmallick/dlib;ageitgey/dlib;jloh02/dlib,8368,8385,3,0.3333333333,0.784338896
dcajasn/Riskfolio-Lib,3669,593,1,microprediction/Riskfolio-Lib,383,383,0,1,0.4375
deepseek-ai/3FS,9504,968,0,,89,89,0,,0.6028368794
deepseek-ai/FlashMLA,11893,897,1,MetaX-MACA/FlashMLA,55,71,1,0,0.4634146341
defold/defold,5595,419,0,,26877,26877,0,,0.9147693229
dekuNukem/Nintendo_Switch_Reverse_Engineering,3647,211,1,CTCaer/Nintendo_Switch_Reverse_Engineering,273,295,1,1,0.8928571429
dekuNukem/daytripper,3974,182,1,angusshire/daytripper,265,265,0,0,1
dendibakh/perf-ninja,3370,331,0,,2303,2303,0,,0.7032967033
derceg/explorerplusplus,3019,402,0,,6492,6492,0,,0.2625
deskflow/deskflow,21800,2503,7,debauchee/barrier;brahma-dev/synergy-stable-builds;FLZeng/synergy-core;yupi2/synergy;Morpheus636/free-synergy;alexvanyo/hid-synergy;ommokazza/synergy,6994,8821,7,0.4285714286,0.7945529899
destan19/OpenAppFilter,2433,695,0,,281,281,0,,0.4186046512
dfranx/SHADERed,4681,302,0,,917,917,0,,0.6363636364
dgiese/dustcloud,2270,261,0,,542,542,0,,0.8275862069
diasurgical/DevilutionX,9166,914,10,MrHuu/devilutionX-3ds;gokuhs/devilutionX;isage/devilutionX;Brocky/devilutionX;AJenbo/devilutionX;glebm/devilutionX;rouming/DevilutionX-AI;JoeStaff/devilutionX;zettdaymond/devilutionX_auroraos;AmigaPorts/devilutionX,12282,13779,10,0.8,0.8308759757
diasurgical/devilution,8938,916,4,d07RiV/devilution;qndel/Infernity;Matthew-petroff/diablo-mapgen;erfg12/devilution,4687,5397,4,0.25,0.9259818731
directvt/vtm,3203,75,1,monotty/vtm,6489,6536,1,1,0.9908925319
distcc/distcc,2232,347,0,,901,901,0,,0.7298578199
djkaty/Il2CppInspector,2905,405,3,LukeFZ/Il2CppInspectorRedux;ElCapor/Il2CppInspector;Kneesnap/Il2CppInspector,1225,1399,3,0,0.6129032258
dlundquist/sniproxy,2677,407,1,manuelkasper/HTTPS-SNI-Proxy,781,792,1,0,0.6756756757
dmlc/xgboost,27713,8430,9,tqchen/xgboost;h2oai/xgboost;360digitech/GBST;rapidsai/xgboost;NVIDIA/spark-xgboost;dsacademybr/xgboost;felixwzh/MT-GBDT;mmaluy1993/xgboost;alipay/ant-xgboost,8386,9611,7,0.4444444444,0.8044764189
doctest/doctest,6518,674,0,,1540,1540,0,,0.6822429907
documentdb/documentdb,2981,170,1,FerretDB/documentdb,1280,1401,1,1,0.5485232068
dogecoin/dogecoin,15116,3083,8,jadijadi/dogecoin;Nintondo/bellscoin;dingocoin/dingocoin;patricklodder/dogecoin;dogecoinfoundation/dogecoin;rnicoll/dogecoin;Hardcoding-1992/dogecoin;gordonshumwayalf/dogecoin,30068,32867,6,0.5,0.6748889985
doitsujin/dxvk,16007,976,8,AlpyneDreams/d8vk;Gcenx/DXVK-macOS;WinterSnowfall/d7vk;marzent/dxvk;netborg-afps/dxvk;lutris/dxvk;misyltoad/dxvk;flightlessmango/dxvk,8675,12276,8,0.625,0.7870478413
dokan-dev/dokany,5704,699,0,,1816,1816,0,,0.7035573123
dolphin-emu/dolphin,14359,2498,24,shiiion/dolphin;weihuoya/dolphin;SirMangler/dolphin;OatmealDome/dolphin;CarlKenner/dolphin;libretro/dolphin;Felk/dolphin;OpenEmu/dolphin;coccofresco/dolphinEV;qurious-pixel/dolphin;project-slippi/dolphin;MoArtis/dolphin;Project-Plus-Development-Team/Project-Plus-Dolphin;ProjectRio/ProjectRio;MarioPartyNetplay/Dolphin-MPN;xerpi/dolphin-switch;LillyJadeKatrin/dolphin-retroachievements;SonofUgly/dolphin;skylersaleh/dolphin;KidWizardOfTheWeb/ridersdolphin2;dragonbane0/dolphin;nixxou/dolphin;redscientistlabs/Dolphin50X-Vanguard;EIGHTFINITE/dolphin-triforce,44880,56813,24,0.5833333333,0.8263043019
domoticz/domoticz,3684,1163,0,,14922,14922,0,,0.7671670393
doxygen/doxygen,6271,1336,2,avelure/doxygen-verilog;PepperCarrotGame/doxygen-gdscript,12740,12770,2,0,0.8497550354
dpilger26/NumCpp,3916,606,0,,1334,1334,0,,0.5555555556
dragonflydb/dragonfly,29467,1154,0,,4515,4515,0,,0.9057121477
draios/sysdig,8143,748,1,brendangregg/sysdig,6944,6944,0,1,0.8366300366
drh/lcc,2421,487,3,jasonful/lcc;lcc-816/lcc-816;lb3361/gigatron-lcc,380,1653,3,0.3333333333,0.05555555556
drogonframework/drogon,13268,1285,0,,2208,2208,0,,0.881370826
dropbox/lepton,5009,361,0,,1120,1120,0,,0.6744186047
duckdb/duckdb,34610,2718,2,cwida/duckdb-pgq;kimmolinna/duckdb-zig-build,66257,68298,2,1,0.8866647042
duilib/duilib,5897,1959,0,,251,251,0,,0.5131578947
duixcom/Duix-Avatar,11850,1932,0,,127,127,0,,0.2777777778
duixcom/Duix-Mobile,7651,1185,0,,605,605,0,,0.6
dunst-project/dunst,5285,368,2,knopwob/dunst;Barbaross93/dunst,2591,2613,2,0.5,0.8214936248
dusty-nv/jetson-inference,8629,3048,1,Abaco-Systems/jetson-inference-gv,2251,2397,1,0,0.2790697674
dvorka/hstr,4395,244,0,,931,931,0,,0.7280701754
dyang886/Game-Cheats-Manager,9565,369,0,,207,207,0,,0.7142857143
earlephilhower/ESP8266Audio,2292,459,0,,408,408,0,,0.8591549296
earlephilhower/arduino-pico,2618,510,1,adafruit/arduino-pico,1582,1666,1,1,0.9054878049
easychen/pushdeer,4956,499,1,lhie1/pushdeer,314,314,0,0,0.9473684211
eclipse-mosquitto/mosquitto,10399,2518,1,hui6075/mosquitto,4965,5006,1,0,0.4149933066
eclipse-paho/paho.mqtt.c,2225,1192,0,,2100,2100,0,,0.3895216401
eclipse-sumo/sumo,3806,1640,1,michele-segata/plexe-sumo,75764,75794,1,1,0.7174515235
eclipse-threadx/threadx,3312,895,2,ryfjggrugifgig-m5-1/threadx;chei0rof3orm-m0-3/threadx,256,256,0,0,0.5973154362
edenhill/kcat,5693,487,0,,434,434,0,,0.4466019417
eduard-permyakov/permafrost-engine,2728,115,0,,1648,1648,0,,0.4444444444
electron/electron,119292,17526,7,win32ss/supermium-electron;discord/electron;Basitrajput1511/Binance-traiding-bot;AAAhs/electron-hevc;shinbatsu/electron;postmanlabs/electron;typora/electron,44950,46947,5,0.1428571429,0.8868357712
electronicarts/CnC_Generals_Zero_Hour,4402,1347,7,TheSuperHackers/GeneralsGameCode;Fighter19/CnC_Generals_Zero_Hour;jmarshall2323/CnC_Generals_Zero_Hour;xezon/CnC_Generals_Zero_Hour;ThePrimeagen/CnC_Generals_Zero_Hour;OmniBlade/CnC_Generals_Zero_Hour;richardboegli/CnC_Generals_Zero_Hour,4,1875,7,,
electronicarts/CnC_Red_Alert,6547,1280,2,Daft-Freak/CnC_and_Red_Alert;jamesu/CnC_Red_Alert,3,1015,2,,
electronicarts/CnC_Remastered_Collection,21253,5404,6,alexlk42/CnC_Remastered_Collection;ChthonVII/CnC_Remastered_Collection;jmarshall23/CnC_Remastered_Collection;historicalsource/CnC_Remastered_Collection;Rampastring/CnC_Remastered_Collection;RudolfKurka/CnCRemasteredCodeRefreshMod,17,1163,5,0,0
electronicarts/EASTL,9056,1016,0,,492,492,0,,0.7297297297
emcrisostomo/fswatch,5404,338,1,unphased/fswatch,1590,1610,1,0,0.6197183099
emersion/mako,2840,157,0,,648,648,0,,0.7453183521
emojicode/emojicode,3396,174,0,,1401,1401,0,,0.7755102041
emscripten-core/emscripten,27020,3511,1,juj/emscripten,30053,35798,1,1,0.84907864
endless-sky/endless-sky,6990,1171,3,thewierdnut/endless-mobile;endless-sky/Endless-Sky-Delta;EndlessSkyCommunity/endless-sky,9604,10557,3,1,0.7497700092
enjoy-digital/litex,3627,648,0,,10494,10494,0,,0.8296146045
envoyproxy/envoy,27132,5105,3,cloudnativeto/envoy;istio/envoy;microsoft/envoy,29064,34028,3,0.6666666667,0.8081329731
epasveer/seer,3291,110,0,,1432,1432,0,,0.9459459459
epezent/implot,5751,605,1,ocornut/implot,701,705,1,1,0.6296296296
eradman/entr,5385,122,0,,592,592,0,,0.6296296296
ericniebler/range-v3,4330,495,0,,2756,2756,0,,0.8520130577
erincatto/box2d,9353,1643,2,TheCherno/box2d;louis-langholtz/Box2D,1356,3430,2,0.5,0.5018587361
es3n1n/defendnot,3064,273,0,,64,64,0,,0.9166666667
esnet/iperf,8086,1348,0,,2185,2185,0,,0.6794657763
esp8266/Arduino,16491,13125,10,arduino/esp8266;Links2004/Arduino;bmellstrom/esp8266-arduino-threads;wemos/Arduino_ESP8266;me-no-dev/Arduino;NeoCat/esp8266-Arduino;EspressifSystems/Arduino;SpacehuhnTech/arduino-esp8266;earlephilhower/Arduino;tobozo/Arduino,4563,9655,10,0.4,0.778580402
espeak-ng/espeak-ng,5894,1112,2,rhdunn/espeak;rhasspy/espeak-ng,6063,6088,1,0,0.6051236749
esphome/esphome,10176,4339,8,acvigue/esphome-levoit-air-purifier;libretiny-eu/libretiny-esphome;imduffy15/esphome;martgras/esphome;clydebarrow/esphome;muart-group/esphome;RoganDawes/esphome;motwok/esphome,18898,22032,8,0.875,0.7890782481
espressif/ESP8266_RTOS_SDK,3498,1581,0,,3430,3430,0,,0.005464480874
espressif/arduino-esp32,15870,7614,10,MHEtLive/arduino-esp32;stickbreaker/arduino-esp32;arduino/arduino-esp32;0joseDark/arduino-esp32;tasmota/arduino-esp32;wemos/Arduino_ESP32;P-R-O-C-H-Y/arduino-esp32;husarnet/arduino-esp32;adafruit/arduino-esp32;aamar-git/arduino-esp32,5298,8728,8,0.7,0.7619047619
espressif/esp-idf,16771,7853,8,cfint/esp-idf;noduino/esp-idf;OpenDPC/lenOS;gtalusan/esp-idf;dokmic/eth2wlan;tasmota/esp-idf;SeanMollet/esp-idf;chuanjinpang/esp-idf-usb-80211-wifi,94132,95925,8,0.25,0.1481651376
espressif/esp-iot-solution,2421,913,1,ESP32DE/esp-iot-solution-1,2712,2716,1,0,0.2063492063
espressif/esp32-camera,2466,717,1,tsaarni/esp32-camera-for-micropython,368,369,1,0,0.7653061224
espruino/Espruino,2921,781,1,amperka/Espruino,10513,10565,1,1,0.8598130841
eth-brownie/brownie,2727,609,0,,4686,4686,0,,0.8505477308
ethereum-mining/ethminer,5976,2117,10,gyf304/ethminer-m1;mkhaled87/ethminer_fpga;Maetti79/ethminer;ubimust/ETHMiner-OpenCL-FPGA-Mining-OpenCL-Accelerators-Xilinx-Alveo-U200-Serie;sowson/ethminer;ubiq/ubqminer;goobur/ethminer-cm;davilizh/ethminer;etclabscore/ethminer;ahtonen/ethminer,14356,33717,10,0.5,0.7527141134
ethereum/aleth,3981,1779,2,Genoil/cpp-ethereum;ethereumproject/cpp-ethereum,34475,34883,2,1,0.8707899571
ethz-asl/kalibr,5108,1399,2,ori-drs/kalibr;JzHuai0108/kalibr,414,573,2,0,0.5492957746
eunomia-bpf/bpf-developer-tutorial,3777,533,1,yunwei37/bpf-developer-tutorial,390,393,1,0,0.9468085106
f3d-app/f3d,3917,357,0,,2666,2666,0,,0.8263473054
f4exb/sdrangel,3517,487,0,,11451,11451,0,,0.9702300406
facebook/fishhook,5361,971,2,DerekSelander/treblehook;opa334/fishhook,51,64,2,0,0.4871794872
facebook/folly,30123,6070,0,,15573,15573,0,,0.01038338658
facebook/hermes,10632,732,4,microsoft/hermes-windows;software-mansion-labs/hermes;sahandmohammadrehzaii/hermes;Aliucord/hermes,11480,12066,4,0.5,0.05136268344
facebook/hhvm,18561,3214,20,danslo/hhvm;Chalingok/hhvm;Ytonali/hhvm;Enerfek/hhvm;Remiiiiis/hhvm;Azanaia/hhvm;Briagont/hhvm;Gena199313/hhvm;Tonyoko/hhvm;Tonaedor/hhvm;PresPres/hhvm;Farichaa/hhvm;Katesse/hhvm;Nielllle/hhvm;Gaerwn/hhvm;Genos9292/hhvm;huichen/hiphop-php;Ocramius/hiphop-php;h4ck3rm1k3/hhvm;paramah/hiphop-php-osx,84235,84723,5,0.15,0.03024193548
facebook/igl,3148,196,1,corporateshark/lightweightvk,3425,4519,1,1,0.03913043478
facebook/mcrouter,3320,550,0,,3228,3228,0,,0.01851851852
facebook/openzl,2786,112,0,,220,220,0,,0.004
facebook/proxygen,8296,1580,13,Tonyoko/proxygen;Remiiiiis/proxygen;Katesse/proxygen;Nielllle/proxygen;Chalingok/proxygen;PresPres/proxygen;Farichaa/proxygen;Tonaedor/proxygen;Gaerwn/proxygen;Azanaia/proxygen;Enerfek/proxygen;Ytonali/proxygen;Briagont/proxygen,14371,14371,0,0,0.0502283105
facebook/react-native,124709,25063,30,microsoft/react-native-macos;callstack/react-native-visionos;expo/react-native;airbnb/react-native;discord/react-native;Gaerwn/react-native;Farichaa/react-native;Ytonali/react-native;Remiiiiis/react-native;Chalingok/react-native;Katesse/react-native;Enerfek/react-native;Nielllle/react-native;Tonaedor/react-native;PresPres/react-native;Azanaia/react-native;Tonyoko/react-native;Briagont/react-native;tanveerpot/react-native;iKowalchuk/react-native;gaearon/react-native;naxel/react-native;react-native-visionos/react-native-visionos;Moemen12/react-native;Mindula-Dilthushan/react-native;mamkin-skuf/react-native;flowerskitchen/react-native;igorgamer001/react-native;MLH-Fellowship/react-native;badfortrains/react-native,48640,66624,12,0.3,0.03724511845
facebook/redex,6227,702,14,PresPres/redex;Briagont/redex;Nielllle/redex;Ytonali/redex;Farichaa/redex;Katesse/redex;Enerfek/redex;Gaerwn/redex;Remiiiiis/redex;Tonyoko/redex;Tonaedor/redex;Chalingok/redex;yongjhih/docker-redex;Azanaia/redex,12794,12820,1,0.07142857143,0.0291005291
facebook/rocksdb,31155,6305,10,rockset/rocksdb-cloud;tikv/rocksdb;efficient/rocksdb;spdk/rocksdb;OpenChannelSSD/rocksdb;rDSN-Projects/rocksdb.replicated;serbou99/rocksdb;ceph/rocksdb;imzhenyu/rocksdb;chenxu14/rocksdb,16136,20699,9,0.5,0.05870000954
facebook/wangle,3088,557,0,,7159,7159,0,,0.07954545455
facebook/watchman,13408,1092,14,Briagont/watchman;Ytonali/watchman;Remiiiiis/watchman;Enerfek/watchman;PresPres/watchman;Tonyoko/watchman;Chalingok/watchman;Gaerwn/watchman;Azanaia/watchman;Nielllle/watchman;Tonaedor/watchman;Farichaa/watchman;Katesse/watchman;twitter-forks/watchman,13717,13723,1,0.07142857143,0.1074074074
facebook/yoga,18505,1493,2,Unity-Technologies/css-layout;cntrump/yoga,2673,2921,2,1,0.08950086059
facebook/zstd,26166,2447,14,Nielllle/zstd;Briagont/zstd;Chalingok/zstd;Gaerwn/zstd;Azanaia/zstd;Katesse/zstd;Remiiiiis/zstd;Farichaa/zstd;Ytonali/zstd;PresPres/zstd;Tonaedor/zstd;Enerfek/zstd;Tonyoko/zstd;Cyan4973/zstd,11855,11881,1,0.07142857143,0.8480756246
facebookarchive/beringei,3167,301,0,,183,183,0,,0
facebookarchive/scribe,3920,725,2,emaland/scribe;InMobi/scribe,145,451,2,0,0.3181818182
facebookincubator/katran,5112,535,0,,5784,5784,0,,0.1465517241
facebookincubator/velox,3972,1214,1,oap-project/velox,14087,23353,1,1,0.0003911444888
facebookresearch/StarSpace,3958,536,0,,162,162,0,,0.8727272727
facebookresearch/faiss,38326,4138,4,technicolor-research/faiss-quickeradc;efficient/faiss-learned-termination;bitsun/faiss;j40903272/faiss,2440,2457,3,0,0.07965116279
facebookresearch/habitat-sim,3376,504,1,benjaminegger/habitat-sim,3517,3517,0,0,0.8696900115
facontidavide/PlotJuggler,5529,680,1,commaai/PlotJuggler,2935,2970,1,1,0.7093596059
falcosecurity/falco,8446,973,0,,5765,5765,0,,0.8741197183
fancycode/MemoryModule,3064,796,0,,189,189,0,,0.3947368421
farbrausch/fr_public,3595,363,1,revivalizer/rekkrunchy,376,389,1,0,0.8214285714
